customer_id,first_name,last_name,email,gender,age,city,state,country,signup_date,acquisition_channel
2511,First2511,Last2511,user2511@example.com,Male,27,City5,NC,USA,2022-08-28 18:01:22,Direct
2512,First2512,Last2512,user2512@example.com,Female,47,City36,IL,USA,2021-04-26 10:26:59,Paid Search
2513,First2513,Last2513,user2513@example.com,Male,56,City11,PA,USA,2021-09-24 01:51:05,Social Media
2514,First2514,Last2514,user2514@example.com,Female,31,City100,NY,USA,2023-05-04 04:33:48,Organic Search
2515,First2515,Last2515,user2515@example.com,Female,51,City63,TX,USA,2022-05-23 06:33:06,Paid Search
2516,First2516,Last2516,user2516@example.com,Female,31,City61,MI,USA,2022-05-16 00:46:21,Organic Search
2517,First2517,Last2517,user2517@example.com,Male,23,City95,GA,USA,2022-08-21 05:27:36,Social Media
2518,First2518,Last2518,user2518@example.com,Male,55,City53,IL,USA,2022-04-20 14:00:27,Paid Search
2519,First2519,Last2519,user2519@example.com,Female,41,City43,MI,USA,2023-06-01 21:54:18,Paid Search
2520,First2520,Last2520,user2520@example.com,Female,35,City92,CA,USA,2023-03-31 02:00:13,Social Media
2521,First2521,Last2521,user2521@example.com,Female,43,City55,NC,USA,2021-12-13 19:15:46,Direct
2522,First2522,Last2522,user2522@example.com,Male,38,City13,CA,USA,2023-06-08 10:00:06,Organic Search
2523,First2523,Last2523,user2523@example.com,Male,34,City21,NC,USA,2022-07-22 08:31:50,Social Media
2524,First2524,Last2524,user2524@example.com,Male,19,City90,MI,USA,2022-11-18 17:51:30,Social Media
2525,First2525,Last2525,user2525@example.com,Female,31,City34,PA,USA,2023-08-06 14:18:46,Organic Search
2526,First2526,Last2526,user2526@example.com,Male,42,City65,OH,USA,2022-06-05 17:40:44,Email
2527,First2527,Last2527,user2527@example.com,Male,33,City9,CA,USA,2023-04-08 08:22:19,Organic Search
2528,First2528,Last2528,user2528@example.com,Female,45,City46,MI,USA,2022-11-19 03:03:42,Direct
2529,First2529,Last2529,user2529@example.com,Male,39,City54,CA,USA,2022-04-12 20:36:55,Organic Search
2530,First2530,Last2530,user2530@example.com,Other,24,City78,IL,USA,2023-05-14 05:15:14,Referral
2531,First2531,Last2531,user2531@example.com,Female,19,City94,NY,USA,2021-04-26 01:03:28,Organic Search
2532,First2532,Last2532,user2532@example.com,Female,33,City71,MI,USA,2022-09-28 20:31:05,Referral
2533,First2533,Last2533,user2533@example.com,Male,28,City95,IL,USA,2021-02-20 18:33:39,Paid Search
2534,First2534,Last2534,user2534@example.com,Male,39,City42,IL,USA,2021-06-20 20:22:36,Organic Search
2535,First2535,Last2535,user2535@example.com,Female,26,City59,PA,USA,2022-10-18 04:01:34,Paid Search
2536,First2536,Last2536,user2536@example.com,Female,27,City89,NC,USA,2021-12-03 12:31:17,Email
2537,First2537,Last2537,user2537@example.com,Female,47,City4,PA,USA,2021-10-15 03:32:36,Paid Search
2538,First2538,Last2538,user2538@example.com,Male,36,City98,MI,USA,2023-11-12 16:30:03,Organic Search
2539,First2539,Last2539,user2539@example.com,Female,26,City7,CA,USA,2022-02-05 07:13:05,Organic Search
2540,First2540,Last2540,user2540@example.com,Female,35,City83,IL,USA,2022-09-10 19:51:07,Organic Search
2541,First2541,Last2541,user2541@example.com,Female,51,City83,NY,USA,2022-08-08 11:14:09,Organic Search
2542,First2542,Last2542,user2542@example.com,Female,38,City24,GA,USA,2021-03-09 20:21:21,Direct
2543,First2543,Last2543,user2543@example.com,Female,42,City81,OH,USA,2023-01-08 15:47:02,Paid Search
2544,First2544,Last2544,user2544@example.com,Female,25,City57,PA,USA,2022-07-16 02:44:13,Direct
2545,First2545,Last2545,user2545@example.com,Male,47,City83,NY,USA,2022-02-22 06:29:16,Direct
2546,First2546,Last2546,user2546@example.com,Female,62,City18,TX,USA,2021-03-14 05:20:15,Direct
2547,First2547,Last2547,user2547@example.com,Male,25,City1,NC,USA,2021-11-17 13:22:31,Referral
2548,First2548,Last2548,user2548@example.com,Male,20,City52,NC,USA,2023-08-26 04:48:29,Paid Search
2549,First2549,Last2549,user2549@example.com,Male,37,City26,OH,USA,2021-07-10 00:57:57,Social Media
2550,First2550,Last2550,user2550@example.com,Male,45,City81,NY,USA,2021-08-28 22:49:27,Direct
2551,First2551,Last2551,user2551@example.com,Male,33,City40,OH,USA,2021-08-13 14:12:00,Organic Search
2552,First2552,Last2552,user2552@example.com,Male,22,City41,CA,USA,2023-09-02 12:58:17,Social Media
2553,First2553,Last2553,user2553@example.com,Female,33,City74,NC,USA,2023-02-05 19:04:53,Social Media
2554,First2554,Last2554,user2554@example.com,Female,42,City11,NC,USA,2023-08-23 17:40:17,Direct
2555,First2555,Last2555,user2555@example.com,Male,30,City15,PA,USA,2023-09-27 15:19:41,Paid Search
2556,First2556,Last2556,user2556@example.com,Female,42,City21,MI,USA,2023-10-13 04:42:56,Organic Search
2557,First2557,Last2557,user2557@example.com,Female,48,City32,CA,USA,2022-06-16 08:56:57,Organic Search
2558,First2558,Last2558,user2558@example.com,Male,37,City67,GA,USA,2022-06-05 23:44:00,Social Media
2559,First2559,Last2559,user2559@example.com,Male,34,City92,PA,USA,2023-06-26 20:11:53,Email
2560,First2560,Last2560,user2560@example.com,Female,44,City99,NC,USA,2021-12-30 03:04:00,Direct
2561,First2561,Last2561,user2561@example.com,Female,24,City84,NC,USA,2021-01-25 07:10:32,Paid Search
2562,First2562,Last2562,user2562@example.com,Female,23,City98,OH,USA,2021-12-29 17:07:01,Social Media
2563,First2563,Last2563,user2563@example.com,Male,31,City17,FL,USA,2023-02-23 16:29:39,Social Media
2564,First2564,Last2564,user2564@example.com,Male,29,City77,CA,USA,2021-05-16 05:36:38,Direct
2565,First2565,Last2565,user2565@example.com,Male,25,City88,TX,USA,2023-05-09 13:12:22,Paid Search
2566,First2566,Last2566,user2566@example.com,Male,56,City53,PA,USA,2023-06-12 03:05:37,Paid Search
2567,First2567,Last2567,user2567@example.com,Male,61,City41,CA,USA,2021-04-21 09:33:18,Organic Search
2568,First2568,Last2568,user2568@example.com,Male,30,City58,FL,USA,2021-04-18 00:52:06,Paid Search
2569,First2569,Last2569,user2569@example.com,Female,36,City62,GA,USA,2021-08-06 12:00:42,Paid Search
2570,First2570,Last2570,user2570@example.com,Female,32,City95,GA,USA,2022-01-25 21:21:36,Direct
2571,First2571,Last2571,user2571@example.com,Male,48,City18,PA,USA,2022-08-06 19:27:09,Organic Search
2572,First2572,Last2572,user2572@example.com,Female,50,City34,PA,USA,2022-06-16 04:23:27,Paid Search
2573,First2573,Last2573,user2573@example.com,Male,18,City23,TX,USA,2023-07-23 08:47:30,Organic Search
2574,First2574,Last2574,user2574@example.com,Male,40,City88,OH,USA,2021-06-05 14:26:35,Social Media
2575,First2575,Last2575,user2575@example.com,Male,19,City76,GA,USA,2023-02-03 03:28:10,Organic Search
2576,First2576,Last2576,user2576@example.com,Female,56,City42,NY,USA,2022-08-24 11:33:58,Social Media
2577,First2577,Last2577,user2577@example.com,Other,40,City37,IL,USA,2023-03-18 02:04:21,Social Media
2578,First2578,Last2578,user2578@example.com,Female,25,City26,PA,USA,2022-01-10 02:08:43,Email
2579,First2579,Last2579,user2579@example.com,Male,32,City11,CA,USA,2022-05-31 16:32:37,Direct
2580,First2580,Last2580,user2580@example.com,Female,31,City54,IL,USA,2021-02-01 06:44:15,Organic Search
2581,First2581,Last2581,user2581@example.com,Male,41,City48,TX,USA,2021-05-08 00:28:36,Paid Search
2582,First2582,Last2582,user2582@example.com,Female,47,City24,TX,USA,2022-02-15 05:53:05,Organic Search
2583,First2583,Last2583,user2583@example.com,Female,21,City51,PA,USA,2022-06-11 11:49:28,Organic Search
2584,First2584,Last2584,user2584@example.com,Male,57,City49,CA,USA,2021-04-04 19:22:14,Email
2585,First2585,Last2585,user2585@example.com,Female,54,City74,IL,USA,2023-06-22 12:53:29,Organic Search
2586,First2586,Last2586,user2586@example.com,Female,24,City29,IL,USA,2023-11-01 23:33:03,Paid Search
2587,First2587,Last2587,user2587@example.com,Male,35,City3,IL,USA,2022-10-15 11:00:44,Social Media
2588,First2588,Last2588,user2588@example.com,Female,55,City3,TX,USA,2021-02-28 10:07:15,Organic Search
2589,First2589,Last2589,user2589@example.com,Male,49,City72,PA,USA,2023-03-20 06:37:17,Email
2590,First2590,Last2590,user2590@example.com,Female,30,City83,CA,USA,2021-08-26 13:51:02,Direct
2591,First2591,Last2591,user2591@example.com,Female,44,City79,MI,USA,2023-03-14 14:45:32,Direct
2592,First2592,Last2592,user2592@example.com,Female,70,City81,CA,USA,2022-04-21 04:11:20,Organic Search
2593,First2593,Last2593,user2593@example.com,Female,36,City30,NY,USA,2021-02-28 10:46:13,Paid Search
2594,First2594,Last2594,user2594@example.com,Female,27,City12,FL,USA,2021-11-01 22:49:56,Direct
2595,First2595,Last2595,user2595@example.com,Male,37,City60,MI,USA,2022-04-13 04:05:55,Referral
2596,First2596,Last2596,user2596@example.com,Female,37,City26,NC,USA,2023-03-17 10:59:20,Paid Search
2597,First2597,Last2597,user2597@example.com,Male,28,City34,MI,USA,2021-05-26 13:52:01,Social Media
2598,First2598,Last2598,user2598@example.com,Female,40,City90,GA,USA,2021-11-10 23:30:58,Organic Search
2599,First2599,Last2599,user2599@example.com,Male,19,City22,MI,USA,2021-04-02 09:21:17,Social Media
2600,First2600,Last2600,user2600@example.com,Male,27,City7,NY,USA,2022-11-05 16:37:42,Paid Search
2601,First2601,Last2601,user2601@example.com,Female,44,City52,CA,USA,2022-06-03 20:28:21,Direct
2602,First2602,Last2602,user2602@example.com,Male,18,City80,FL,USA,2023-10-14 07:57:14,Social Media
2603,First2603,Last2603,user2603@example.com,Female,45,City55,IL,USA,2023-03-22 03:57:35,Referral
2604,First2604,Last2604,user2604@example.com,Male,18,City77,NY,USA,2023-05-02 00:12:38,Organic Search
2605,First2605,Last2605,user2605@example.com,Male,18,City34,MI,USA,2021-06-29 20:17:29,Social Media
2606,First2606,Last2606,user2606@example.com,Female,29,City20,PA,USA,2021-10-19 16:26:27,Email
2607,First2607,Last2607,user2607@example.com,Male,38,City12,GA,USA,2022-07-16 08:59:31,Direct
2608,First2608,Last2608,user2608@example.com,Male,50,City48,IL,USA,2021-01-15 18:02:57,Direct
2609,First2609,Last2609,user2609@example.com,Female,35,City22,FL,USA,2023-08-10 22:05:04,Social Media
2610,First2610,Last2610,user2610@example.com,Male,32,City73,OH,USA,2023-05-01 20:21:05,Referral
2611,First2611,Last2611,user2611@example.com,Female,41,City16,IL,USA,2021-03-05 09:15:52,Email
2612,First2612,Last2612,user2612@example.com,Male,24,City2,GA,USA,2023-07-18 20:14:04,Organic Search
2613,First2613,Last2613,user2613@example.com,Male,36,City92,OH,USA,2021-01-05 21:50:24,Email
2614,First2614,Last2614,user2614@example.com,Female,20,City68,IL,USA,2021-05-05 22:56:33,Paid Search
2615,First2615,Last2615,user2615@example.com,Male,35,City56,GA,USA,2021-03-02 13:39:06,Direct
2616,First2616,Last2616,user2616@example.com,Male,33,City99,CA,USA,2022-06-09 04:49:23,Social Media
2617,First2617,Last2617,user2617@example.com,Male,25,City59,GA,USA,2023-05-08 18:00:40,Social Media
2618,First2618,Last2618,user2618@example.com,Male,36,City87,TX,USA,2021-07-15 07:43:27,Paid Search
2619,First2619,Last2619,user2619@example.com,Female,36,City64,CA,USA,2023-04-25 00:08:55,Direct
2620,First2620,Last2620,user2620@example.com,Male,49,City16,NC,USA,2021-07-22 07:23:06,Direct
2621,First2621,Last2621,user2621@example.com,Female,18,City29,PA,USA,2023-12-20 15:31:20,Direct
2622,First2622,Last2622,user2622@example.com,Female,34,City92,GA,USA,2023-07-23 16:49:39,Paid Search
2623,First2623,Last2623,user2623@example.com,Male,25,City27,MI,USA,2023-03-18 11:34:33,Email
2624,First2624,Last2624,user2624@example.com,Female,45,City25,FL,USA,2022-10-10 07:22:16,Organic Search
2625,First2625,Last2625,user2625@example.com,Male,44,City35,NY,USA,2021-09-23 08:20:44,Social Media
2626,First2626,Last2626,user2626@example.com,Other,41,City37,PA,USA,2021-05-11 11:29:26,Direct
2627,First2627,Last2627,user2627@example.com,Male,26,City96,NY,USA,2022-05-19 13:48:51,Organic Search
2628,First2628,Last2628,user2628@example.com,Female,45,City64,CA,USA,2022-03-17 12:14:51,Organic Search
2629,First2629,Last2629,user2629@example.com,Female,18,City49,OH,USA,2023-01-08 21:10:16,Direct
2630,First2630,Last2630,user2630@example.com,Male,18,City17,OH,USA,2021-07-06 01:52:35,Paid Search
2631,First2631,Last2631,user2631@example.com,Female,19,City56,PA,USA,2022-09-07 23:14:42,Organic Search
2632,First2632,Last2632,user2632@example.com,Female,34,City27,NY,USA,2023-01-29 12:36:12,Paid Search
2633,First2633,Last2633,user2633@example.com,Male,43,City77,IL,USA,2021-11-24 01:39:29,Paid Search
2634,First2634,Last2634,user2634@example.com,Male,18,City28,CA,USA,2023-05-04 08:03:17,Referral
2635,First2635,Last2635,user2635@example.com,Female,50,City37,NY,USA,2022-04-18 10:27:59,Organic Search
2636,First2636,Last2636,user2636@example.com,Female,36,City94,IL,USA,2021-06-27 22:02:31,Social Media
2637,First2637,Last2637,user2637@example.com,Other,18,City87,IL,USA,2021-08-02 01:52:56,Organic Search
2638,First2638,Last2638,user2638@example.com,Female,36,City25,OH,USA,2021-11-02 02:45:24,Organic Search
2639,First2639,Last2639,user2639@example.com,Female,48,City54,IL,USA,2021-06-22 23:45:48,Organic Search
2640,First2640,Last2640,user2640@example.com,Female,42,City24,PA,USA,2022-09-08 20:00:58,Organic Search
2641,First2641,Last2641,user2641@example.com,Male,48,City53,NY,USA,2023-11-05 08:39:02,Organic Search
2642,First2642,Last2642,user2642@example.com,Male,18,City19,IL,USA,2023-09-08 07:17:41,Organic Search
2643,First2643,Last2643,user2643@example.com,Female,30,City4,GA,USA,2021-12-21 04:29:05,Organic Search
2644,First2644,Last2644,user2644@example.com,Female,23,City38,CA,USA,2023-08-04 22:45:28,Social Media
2645,First2645,Last2645,user2645@example.com,Male,55,City34,MI,USA,2023-11-10 16:49:37,Paid Search
2646,First2646,Last2646,user2646@example.com,Male,42,City31,OH,USA,2021-11-18 19:39:09,Direct
2647,First2647,Last2647,user2647@example.com,Female,69,City80,GA,USA,2023-09-18 09:09:35,Organic Search
2648,First2648,Last2648,user2648@example.com,Female,29,City58,IL,USA,2023-12-28 04:29:51,Direct
2649,First2649,Last2649,user2649@example.com,Male,26,City32,FL,USA,2023-05-23 15:40:16,Direct
2650,First2650,Last2650,user2650@example.com,Male,33,City48,CA,USA,2022-03-03 21:42:13,Referral
2651,First2651,Last2651,user2651@example.com,Male,51,City75,NC,USA,2022-10-28 17:52:06,Paid Search
2652,First2652,Last2652,user2652@example.com,Male,30,City88,NY,USA,2022-02-03 10:05:05,Organic Search
2653,First2653,Last2653,user2653@example.com,Male,36,City83,IL,USA,2023-12-26 13:57:34,Organic Search
2654,First2654,Last2654,user2654@example.com,Male,36,City59,OH,USA,2021-03-16 05:33:17,Direct
2655,First2655,Last2655,user2655@example.com,Female,35,City11,GA,USA,2023-09-05 00:43:01,Direct
2656,First2656,Last2656,user2656@example.com,Male,27,City2,MI,USA,2021-03-23 13:20:09,Paid Search
2657,First2657,Last2657,user2657@example.com,Female,33,City61,FL,USA,2021-02-16 03:56:46,Paid Search
2658,First2658,Last2658,user2658@example.com,Female,32,City18,MI,USA,2023-10-26 07:03:07,Paid Search
2659,First2659,Last2659,user2659@example.com,Male,34,City42,CA,USA,2023-08-07 19:21:16,Social Media
2660,First2660,Last2660,user2660@example.com,Female,46,City89,OH,USA,2022-01-31 13:09:55,Organic Search
2661,First2661,Last2661,user2661@example.com,Male,56,City51,MI,USA,2023-11-14 12:57:54,Organic Search
2662,First2662,Last2662,user2662@example.com,Female,24,City88,NC,USA,2023-08-01 20:54:51,Social Media
2663,First2663,Last2663,user2663@example.com,Male,30,City28,CA,USA,2023-09-14 18:27:45,Direct
2664,First2664,Last2664,user2664@example.com,Female,25,City92,CA,USA,2022-10-14 01:21:08,Paid Search
2665,First2665,Last2665,user2665@example.com,Female,37,City50,OH,USA,2023-11-15 09:52:27,Social Media
2666,First2666,Last2666,user2666@example.com,Male,28,City91,NC,USA,2023-06-05 16:23:26,Email
2667,First2667,Last2667,user2667@example.com,Male,37,City55,IL,USA,2023-10-26 07:24:08,Paid Search
2668,First2668,Last2668,user2668@example.com,Female,48,City95,FL,USA,2021-11-04 23:21:04,Social Media
2669,First2669,Last2669,user2669@example.com,Female,18,City77,PA,USA,2022-08-06 02:45:13,Paid Search
2670,First2670,Last2670,user2670@example.com,Male,40,City33,NC,USA,2023-08-08 05:21:19,Organic Search
2671,First2671,Last2671,user2671@example.com,Female,29,City10,NY,USA,2022-09-27 05:21:57,Referral
2672,First2672,Last2672,user2672@example.com,Male,40,City13,IL,USA,2023-05-27 09:38:19,Social Media
2673,First2673,Last2673,user2673@example.com,Female,24,City72,FL,USA,2023-12-01 13:38:02,Social Media
2674,First2674,Last2674,user2674@example.com,Male,49,City8,TX,USA,2023-05-31 04:36:06,Direct
2675,First2675,Last2675,user2675@example.com,Female,45,City7,IL,USA,2021-12-12 00:04:56,Email
2676,First2676,Last2676,user2676@example.com,Male,41,City43,OH,USA,2021-05-10 20:34:16,Direct
2677,First2677,Last2677,user2677@example.com,Male,44,City31,TX,USA,2021-10-26 09:14:26,Social Media
2678,First2678,Last2678,user2678@example.com,Male,26,City61,TX,USA,2022-12-27 02:14:37,Organic Search
2679,First2679,Last2679,user2679@example.com,Male,27,City46,PA,USA,2021-01-12 23:21:19,Organic Search
2680,First2680,Last2680,user2680@example.com,Female,44,City78,IL,USA,2021-07-27 13:15:18,Direct
2681,First2681,Last2681,user2681@example.com,Male,25,City86,TX,USA,2021-12-24 15:09:21,Paid Search
2682,First2682,Last2682,user2682@example.com,Female,52,City77,CA,USA,2023-08-16 11:54:22,Social Media
2683,First2683,Last2683,user2683@example.com,Male,31,City91,MI,USA,2021-02-25 19:09:54,Organic Search
2684,First2684,Last2684,user2684@example.com,Male,41,City96,NY,USA,2021-02-24 15:07:26,Social Media
2685,First2685,Last2685,user2685@example.com,Male,60,City6,TX,USA,2022-08-27 15:36:09,Email
2686,First2686,Last2686,user2686@example.com,Male,26,City1,FL,USA,2021-07-14 11:25:51,Social Media
2687,First2687,Last2687,user2687@example.com,Male,35,City33,IL,USA,2021-09-22 23:36:06,Paid Search
2688,First2688,Last2688,user2688@example.com,Male,47,City65,MI,USA,2021-07-21 13:18:11,Social Media
2689,First2689,Last2689,user2689@example.com,Female,46,City80,NC,USA,2022-09-29 06:40:37,Email
2690,First2690,Last2690,user2690@example.com,Male,31,City49,FL,USA,2021-03-02 18:27:42,Paid Search
2691,First2691,Last2691,user2691@example.com,Female,28,City39,NC,USA,2023-10-26 08:38:27,Social Media
2692,First2692,Last2692,user2692@example.com,Female,32,City51,IL,USA,2021-05-15 17:07:17,Direct
2693,First2693,Last2693,user2693@example.com,Male,52,City86,TX,USA,2023-11-08 01:05:29,Paid Search
2694,First2694,Last2694,user2694@example.com,Male,31,City48,OH,USA,2023-05-02 06:33:21,Organic Search
2695,First2695,Last2695,user2695@example.com,Other,35,City17,GA,USA,2023-06-25 20:23:06,Email
2696,First2696,Last2696,user2696@example.com,Female,29,City72,NC,USA,2021-07-09 01:15:11,Organic Search
2697,First2697,Last2697,user2697@example.com,Female,43,City6,NC,USA,2023-01-03 14:15:14,Organic Search
2698,First2698,Last2698,user2698@example.com,Male,36,City75,PA,USA,2023-06-13 21:02:47,Direct
2699,First2699,Last2699,user2699@example.com,Female,22,City23,NC,USA,2022-09-03 11:46:52,Organic Search
2700,First2700,Last2700,user2700@example.com,Female,23,City34,TX,USA,2022-08-26 21:01:03,Email
2701,First2701,Last2701,user2701@example.com,Female,18,City22,NY,USA,2021-06-24 09:33:24,Referral
2702,First2702,Last2702,user2702@example.com,Other,25,City65,IL,USA,2022-03-30 04:05:19,Email
2703,First2703,Last2703,user2703@example.com,Male,44,City64,OH,USA,2021-06-14 16:34:38,Direct
2704,First2704,Last2704,user2704@example.com,Male,50,City44,OH,USA,2023-12-01 07:21:12,Organic Search
2705,First2705,Last2705,user2705@example.com,Female,43,City60,PA,USA,2023-01-20 05:25:19,Organic Search
2706,First2706,Last2706,user2706@example.com,Female,41,City17,TX,USA,2021-02-22 23:21:58,Social Media
2707,First2707,Last2707,user2707@example.com,Male,33,City12,PA,USA,2022-06-06 14:01:06,Organic Search
2708,First2708,Last2708,user2708@example.com,Male,44,City41,CA,USA,2022-11-29 22:23:12,Email
2709,First2709,Last2709,user2709@example.com,Male,38,City91,TX,USA,2021-04-15 15:08:02,Social Media
2710,First2710,Last2710,user2710@example.com,Male,56,City68,NY,USA,2022-12-29 11:56:24,Organic Search
2711,First2711,Last2711,user2711@example.com,Female,33,City56,FL,USA,2021-07-13 23:19:36,Paid Search
2712,First2712,Last2712,user2712@example.com,Female,51,City19,GA,USA,2022-03-23 05:16:54,Direct
2713,First2713,Last2713,user2713@example.com,Male,45,City34,TX,USA,2022-11-16 08:32:50,Organic Search
2714,First2714,Last2714,user2714@example.com,Male,43,City15,PA,USA,2022-02-04 08:51:40,Paid Search
2715,First2715,Last2715,user2715@example.com,Male,18,City41,MI,USA,2022-02-21 16:29:44,Social Media
2716,First2716,Last2716,user2716@example.com,Male,46,City6,CA,USA,2023-07-12 21:57:48,Email
2717,First2717,Last2717,user2717@example.com,Female,33,City17,FL,USA,2021-12-05 08:03:28,Organic Search
2718,First2718,Last2718,user2718@example.com,Other,29,City64,IL,USA,2022-12-18 18:46:56,Direct
2719,First2719,Last2719,user2719@example.com,Female,18,City36,IL,USA,2023-07-18 23:21:08,Paid Search
2720,First2720,Last2720,user2720@example.com,Male,34,City96,CA,USA,2021-06-16 23:57:25,Direct
2721,First2721,Last2721,user2721@example.com,Female,35,City47,NC,USA,2021-02-20 05:53:06,Direct
2722,First2722,Last2722,user2722@example.com,Female,19,City56,IL,USA,2023-06-23 03:13:19,Social Media
2723,First2723,Last2723,user2723@example.com,Female,18,City37,NC,USA,2022-08-26 22:29:24,Social Media
2724,First2724,Last2724,user2724@example.com,Male,40,City34,OH,USA,2023-06-25 12:07:31,Social Media
2725,First2725,Last2725,user2725@example.com,Male,45,City79,IL,USA,2021-08-22 01:27:49,Email
2726,First2726,Last2726,user2726@example.com,Male,37,City98,NC,USA,2023-06-30 21:35:30,Direct
2727,First2727,Last2727,user2727@example.com,Male,48,City34,IL,USA,2021-04-15 06:28:13,Social Media
2728,First2728,Last2728,user2728@example.com,Male,33,City67,MI,USA,2023-08-25 05:22:44,Organic Search
2729,First2729,Last2729,user2729@example.com,Male,34,City41,NC,USA,2023-06-19 20:26:38,Referral
2730,First2730,Last2730,user2730@example.com,Female,23,City56,IL,USA,2022-09-13 15:56:27,Email
2731,First2731,Last2731,user2731@example.com,Female,18,City22,CA,USA,2022-10-28 12:34:20,Social Media
2732,First2732,Last2732,user2732@example.com,Male,57,City41,OH,USA,2022-01-14 08:29:07,Paid Search
2733,First2733,Last2733,user2733@example.com,Male,48,City95,IL,USA,2021-08-09 13:38:01,Paid Search
2734,First2734,Last2734,user2734@example.com,Female,18,City63,IL,USA,2022-05-14 05:58:57,Organic Search
2735,First2735,Last2735,user2735@example.com,Female,36,City98,PA,USA,2022-12-21 06:03:46,Organic Search
2736,First2736,Last2736,user2736@example.com,Female,33,City20,PA,USA,2023-12-29 07:41:36,Organic Search
2737,First2737,Last2737,user2737@example.com,Other,31,City72,OH,USA,2023-06-14 01:47:47,Organic Search
2738,First2738,Last2738,user2738@example.com,Female,30,City85,GA,USA,2022-04-21 03:11:12,Paid Search
2739,First2739,Last2739,user2739@example.com,Other,39,City82,CA,USA,2023-03-25 02:42:56,Direct
2740,First2740,Last2740,user2740@example.com,Male,44,City57,MI,USA,2021-04-29 04:53:43,Direct
2741,First2741,Last2741,user2741@example.com,Male,39,City7,TX,USA,2022-03-31 01:11:11,Organic Search
2742,First2742,Last2742,user2742@example.com,Male,33,City25,PA,USA,2022-04-10 20:49:11,Paid Search
2743,First2743,Last2743,user2743@example.com,Male,33,City20,CA,USA,2023-12-29 17:07:05,Paid Search
2744,First2744,Last2744,user2744@example.com,Male,46,City7,IL,USA,2022-03-04 18:29:20,Direct
2745,First2745,Last2745,user2745@example.com,Female,40,City30,IL,USA,2021-04-02 02:38:30,Organic Search
2746,First2746,Last2746,user2746@example.com,Female,35,City24,MI,USA,2021-03-15 13:08:14,Social Media
2747,First2747,Last2747,user2747@example.com,Female,34,City5,NC,USA,2023-02-04 00:46:49,Organic Search
2748,First2748,Last2748,user2748@example.com,Male,39,City61,NY,USA,2021-11-13 06:25:41,Social Media
2749,First2749,Last2749,user2749@example.com,Female,29,City34,OH,USA,2023-08-09 14:11:29,Paid Search
2750,First2750,Last2750,user2750@example.com,Female,44,City21,NC,USA,2022-06-13 08:16:29,Organic Search
2751,First2751,Last2751,user2751@example.com,Male,22,City91,GA,USA,2021-12-28 10:15:26,Email
2752,First2752,Last2752,user2752@example.com,Female,30,City60,CA,USA,2023-04-11 11:18:37,Organic Search
2753,First2753,Last2753,user2753@example.com,Male,42,City56,CA,USA,2022-04-02 18:44:01,Paid Search
2754,First2754,Last2754,user2754@example.com,Male,21,City15,NY,USA,2023-03-18 16:44:12,Paid Search
2755,First2755,Last2755,user2755@example.com,Female,18,City64,CA,USA,2023-02-21 05:11:52,Organic Search
2756,First2756,Last2756,user2756@example.com,Male,35,City6,GA,USA,2023-03-03 04:38:22,Paid Search
2757,First2757,Last2757,user2757@example.com,Male,18,City57,OH,USA,2023-07-27 16:35:31,Paid Search
2758,First2758,Last2758,user2758@example.com,Female,19,City46,PA,USA,2023-07-18 03:34:28,Email
2759,First2759,Last2759,user2759@example.com,Female,44,City91,NY,USA,2022-12-29 01:57:15,Social Media
2760,First2760,Last2760,user2760@example.com,Male,32,City72,NC,USA,2023-11-13 21:59:27,Direct
2761,First2761,Last2761,user2761@example.com,Male,50,City63,CA,USA,2021-01-23 16:13:15,Email
2762,First2762,Last2762,user2762@example.com,Male,20,City59,CA,USA,2023-10-15 21:11:02,Direct
2763,First2763,Last2763,user2763@example.com,Female,33,City64,NY,USA,2021-06-12 04:32:30,Email
2764,First2764,Last2764,user2764@example.com,Male,39,City15,OH,USA,2021-08-20 12:54:01,Social Media
2765,First2765,Last2765,user2765@example.com,Male,20,City93,MI,USA,2023-06-14 05:37:46,Paid Search
2766,First2766,Last2766,user2766@example.com,Female,47,City19,CA,USA,2022-03-15 01:50:03,Direct
2767,First2767,Last2767,user2767@example.com,Female,41,City16,TX,USA,2022-04-11 06:57:03,Paid Search
2768,First2768,Last2768,user2768@example.com,Male,18,City45,MI,USA,2021-10-13 18:46:30,Email
2769,First2769,Last2769,user2769@example.com,Female,34,City12,GA,USA,2021-09-03 12:55:41,Paid Search
2770,First2770,Last2770,user2770@example.com,Female,39,City27,OH,USA,2021-04-27 05:26:58,Social Media
2771,First2771,Last2771,user2771@example.com,Male,27,City37,GA,USA,2021-08-04 06:25:31,Direct
2772,First2772,Last2772,user2772@example.com,Male,18,City24,PA,USA,2022-09-13 00:29:32,Organic Search
2773,First2773,Last2773,user2773@example.com,Female,38,City22,GA,USA,2023-02-13 00:43:22,Organic Search
2774,First2774,Last2774,user2774@example.com,Male,61,City96,IL,USA,2023-03-20 06:57:51,Direct
2775,First2775,Last2775,user2775@example.com,Female,30,City66,NC,USA,2022-02-09 21:57:17,Direct
2776,First2776,Last2776,user2776@example.com,Male,53,City35,MI,USA,2023-10-06 14:50:41,Email
2777,First2777,Last2777,user2777@example.com,Male,25,City73,CA,USA,2021-12-26 15:05:02,Organic Search
2778,First2778,Last2778,user2778@example.com,Male,37,City85,OH,USA,2021-05-02 14:00:13,Paid Search
